year,category,name,link
2009,literature,Herta Müller,/wiki/Herta_M%C3%BCller
2009,peace,Barack  Obama,/wiki/Barack_Obama
2009,economics,Elinor Ostrom,/wiki/Elinor_Ostrom
2009,economics,Oliver E. Williamson,/wiki/Oliver_E._Williamson
2010,physics,Andre Geim,/wiki/Andre_Geim
2010,physics,Konstantin Novoselov,/wiki/Konstantin_Novoselov
2010,chemistry,Richard F. Heck,/wiki/Richard_F._Heck
2010,chemistry,Ei-ichi Negishi,/wiki/Ei-ichi_Negishi
2010,chemistry,Akira Suzuki,/wiki/Akira_Suzuki_(chemist)
2010,medicine,Robert G. Edwards,/wiki/Robert_G._Edwards
2010,literature,Mario Vargas Llosa,/wiki/Mario_Vargas_Llosa
2010,peace,Liu Xiaobo,/wiki/Liu_Xiaobo
2010,peace,[f],#cite_note-F-21
2010,economics,Peter A. Diamond,/wiki/Peter_Diamond
2010,economics,Dale T.  Mortensen,/wiki/Dale_T._Mortensen
2010,economics,Christopher A.  Pissarides,/wiki/Christopher_A._Pissarides
2011,physics,Saul Perlmutter,/wiki/Saul_Perlmutter
2011,physics,Adam G. Riess,/wiki/Adam_Riess
2011,physics,Brian Schmidt,/wiki/Brian_Schmidt
2011,chemistry,Dan Shechtman,/wiki/Dan_Shechtman
2011,medicine,Bruce Beutler,/wiki/Bruce_Beutler
2011,medicine,Jules A. Hoffmann,/wiki/Jules_A._Hoffmann
2011,medicine,Ralph M.  Steinman,/wiki/Ralph_M._Steinman
2011,literature,Tomas Tranströmer,/wiki/Tomas_Transtr%C3%B6mer
2011,peace,Ellen Johnson Sirleaf,/wiki/Ellen_Johnson_Sirleaf
2011,peace,Leymah Gbowee,/wiki/Leymah_Gbowee
2011,peace,Tawakel Karman,/wiki/Tawakel_Karman
2011,economics,Thomas J. Sargent,/wiki/Thomas_J._Sargent
2011,economics,Christopher A. Sims,/wiki/Christopher_A._Sims
2012,physics,Serge Haroche,/wiki/Serge_Haroche
2012,physics,David  J. Wineland,/wiki/David_J._Wineland
2012,chemistry,Brian K. Kobilka,/wiki/Brian_Kobilka
2012,chemistry,Robert J. Lefkowitz,/wiki/Robert_Lefkowitz
2012,medicine,John B. Gurdon,/wiki/John_Gurdon
2012,medicine, Shinya Yamanaka,/wiki/Shinya_Yamanaka
2012,literature,Mo Yan,/wiki/Mo_Yan
2012,peace,European Union,/wiki/European_Union
2012,economics,Alvin E. Roth,/wiki/Alvin_E._Roth
2012,economics,Lloyd S. Shapley,/wiki/Lloyd_Shapley
2013,physics,François Englert,/wiki/Fran%C3%A7ois_Englert
2013,physics,Peter W. Higgs,/wiki/Peter_Higgs
2013,chemistry,Martin Karplus,/wiki/Martin_Karplus
2013,chemistry,Michael Levitt,/wiki/Michael_Levitt
2013,chemistry,Arieh Warshel,/wiki/Arieh_Warshel
2013,medicine,James E. Rothman,/wiki/James_Rothman
2013,medicine,Randy W. Schekman,/wiki/Randy_W._Schekman
2013,medicine,Thomas C. Südhof,/wiki/Thomas_C._S%C3%BCdhof
2013,literature,Alice Munro,/wiki/Alice_Munro
2013,peace,Organisation for the Prohibition of Chemical Weapons,/wiki/Organisation_for_the_Prohibition_of_Chemical_Weapons
2013,economics,Eugene F. Fama,/wiki/Eugene_Fama
2013,economics,Lars Peter Hansen,/wiki/Lars_Peter_Hansen
2013,economics,Robert J. Shiller,/wiki/Robert_Shiller
2014,physics,Isamu Akasaki,/wiki/Isamu_Akasaki
2014,physics,Hiroshi Amano,/wiki/Hiroshi_Amano
2014,physics,Shuji Nakamura,/wiki/Shuji_Nakamura
2014,chemistry,Eric Betzig,/wiki/Eric_Betzig
2014,chemistry,Stefan Hell,/wiki/Stefan_Hell
2014,chemistry,William Moerner,/wiki/William_Moerner
2014,medicine,John O'Keefe,/wiki/John_O%27Keefe_(neuroscientist)
2014,medicine,May-Britt Moser,/wiki/May-Britt_Moser
2014,medicine,Edvard  Moser,/wiki/Edvard_Moser
2014,literature,Patrick Modiano,/wiki/Patrick_Modiano
2014,peace,Kailash Satyarthi,/wiki/Kailash_Satyarthi
2014,peace,Malala Yousafzai,/wiki/Malala_Yousafzai
2014,economics,Jean Tirole,/wiki/Jean_Tirole
2015,physics,Takaaki Kajita,/wiki/Takaaki_Kajita
2015,physics,Arthur B. McDonald,/wiki/Arthur_B._McDonald
2015,chemistry,Tomas Lindahl,/wiki/Tomas_Lindahl
2015,chemistry,Paul L. Modrich,/wiki/Paul_Modrich
2015,chemistry,Aziz Sancar,/wiki/Aziz_Sancar
2015,medicine,William C. Campbell,/wiki/William_C._Campbell_(scientist)
2015,medicine,Satoshi Ōmura,/wiki/Satoshi_%C5%8Cmura
2015,medicine,Tu Youyou,/wiki/Tu_Youyou
2015,literature,Svetlana Alexievich,/wiki/Svetlana_Alexievich
2015,peace,Tunisian National Dialogue Quartet,/wiki/Tunisian_National_Dialogue_Quartet
2015,economics,Angus Deaton,/wiki/Angus_Deaton
2016,physics,David J. Thouless,/wiki/David_J._Thouless
2016,physics,Duncan Haldane,/wiki/Duncan_Haldane
2016,physics,John M. Kosterlitz,/wiki/John_M._Kosterlitz
2016,chemistry,Jean-Pierre Sauvage,/wiki/Jean-Pierre_Sauvage
2016,chemistry,Fraser Stoddart,/wiki/Fraser_Stoddart
2016,chemistry,Ben Feringa,/wiki/Ben_Feringa
2016,medicine,Yoshinori Ohsumi,/wiki/Yoshinori_Ohsumi
2016,literature,Bob Dylan,/wiki/Bob_Dylan
2016,peace,Juan Manuel Santos,/wiki/Juan_Manuel_Santos
2016,economics,Oliver Hart,/wiki/Oliver_Hart_(economist)
2016,economics,Bengt R. Holmström,/wiki/Bengt_R._Holmstr%C3%B6m
2017,physics,Rainer Weiss,/wiki/Rainer_Weiss
2017,physics,Barry Barish,/wiki/Barry_Barish
2017,physics,Kip Thorne,/wiki/Kip_Thorne
2017,chemistry,Jacques Dubochet,/wiki/Jacques_Dubochet
2017,chemistry,Joachim Frank,/wiki/Joachim_Frank
2017,chemistry,Richard Henderson,/wiki/Richard_Henderson_(biologist)
2017,medicine,Jeffrey C. Hall,/wiki/Jeffrey_C._Hall
2017,medicine,Michael Rosbash,/wiki/Michael_Rosbash
2017,medicine,Michael W. Young,/wiki/Michael_W._Young
2017,literature,Kazuo Ishiguro,/wiki/Kazuo_Ishiguro
2017,peace,International Campaign to Abolish Nuclear Weapons,/wiki/International_Campaign_to_Abolish_Nuclear_Weapons
2017,economics,Richard Thaler,/wiki/Richard_Thaler
2018,physics,Arthur Ashkin,/wiki/Arthur_Ashkin
2018,physics,Gérard Mourou,/wiki/G%C3%A9rard_Mourou
2018,physics,Donna Strickland,/wiki/Donna_Strickland
2018,chemistry,Frances H. Arnold,/wiki/Frances_H._Arnold
2018,chemistry,George P. Smith,/wiki/George_P._Smith_(chemist)
2018,chemistry,Greg Winter,/wiki/Greg_Winter
2018,medicine,James P. Allison,/wiki/James_P._Allison
2018,medicine,Tasuku Honjo,/wiki/Tasuku_Honjo
2018,literature,Olga Tokarczuk,/wiki/Olga_Tokarczuk
2018,literature,[g],#cite_note-G-23
2018,peace,Denis Mukwege,/wiki/Denis_Mukwege
2018,peace,Nadia Murad,/wiki/Nadia_Murad
2018,economics,William Nordhaus,/wiki/William_Nordhaus
2018,economics,Paul Romer,/wiki/Paul_Romer
2019,physics,James Peebles,/wiki/Jim_Peebles
2019,physics,Michel Mayor,/wiki/Michel_Mayor
2019,physics,Didier Queloz,/wiki/Didier_Queloz
2019,chemistry,John B. Goodenough,/wiki/John_B._Goodenough
2019,chemistry,M. Stanley Whittingham,/wiki/M._Stanley_Whittingham
2019,chemistry,Akira Yoshino,/wiki/Akira_Yoshino
2019,medicine,William Kaelin Jr.,/wiki/William_Kaelin_Jr.
2019,medicine,Peter J. Ratcliffe,/wiki/Peter_J._Ratcliffe
2019,medicine,Gregg L. Semenza,/wiki/Gregg_L._Semenza
2019,literature,Peter Handke,/wiki/Peter_Handke
2019,peace,Abiy Ahmed,/wiki/Abiy_Ahmed
2019,economics,Abhijit Banerjee,/wiki/Abhijit_Banerjee
2019,economics,Esther Duflo,/wiki/Esther_Duflo
2019,economics,Michael Kremer,/wiki/Michael_Kremer
2020,physics,Roger Penrose,/wiki/Roger_Penrose
2020,physics,Reinhard Genzel,/wiki/Reinhard_Genzel
2020,physics,Andrea M. Ghez,/wiki/Andrea_M._Ghez
2020,chemistry,Emmanuelle Charpentier,/wiki/Emmanuelle_Charpentier
2020,chemistry,Jennifer Doudna,/wiki/Jennifer_Doudna
2020,medicine,Harvey J. Alter,/wiki/Harvey_J._Alter
2020,medicine,Michael Houghton,/wiki/Michael_Houghton_(virologist)
2020,medicine,Charles M. Rice,/wiki/Charles_M._Rice
2020,literature,Louise Glück,/wiki/Louise_Gl%C3%BCck
2020,peace,World Food Programme,/wiki/World_Food_Programme
2020,economics,Paul R. Milgrom,/wiki/Paul_Milgrom
2020,economics,Robert B. Wilson,/wiki/Robert_B._Wilson
